crd,name,reference_id,compliance_flag,alert_count,file_path
119174,"WALLACE CAPITAL MANAGEMENT, INC.",EN-020306,True,0,cache/EN-020306/FirmComplianceReport_EN-020306_v1_20250707.json
119290,"BEACON POINTE ADVISORS, LLC",EN-014527,True,0,cache/EN-014527/FirmComplianceReport_EN-014527_v1_20250707.json
119379,WALLACE ADVISORS,test-ref-119379,True,0,cache/BIZ_119379/FirmComplianceReport_test-ref-119379_v1_20250729.json
119682,"BFC PLANNING, INC.",EN-123379,True,0,cache/EN-123379/FirmComplianceReport_EN-123379_v1_20250707.json
119759,"WILLIS JOHNSON & ASSOCIATES, INC.",EN-018839,True,0,cache/EN-018839/FirmComplianceReport_EN-018839_v1_20250707.json
119836,"CAPLAN FINANCIAL GROUP, LLC",EN-021430,False,2,cache/EN-021430/FirmComplianceReport_EN-021430_v1_20250707.json
120253,"RIGGS CAPITAL MANAGEMENT, LLC",EN-023364,False,2,cache/EN-023364/FirmComplianceReport_EN-023364_v1_20250707.json
120990,CERTIFIED ADVISORY CORP,EN-110092,True,0,cache/EN-110092/FirmComplianceReport_EN-110092_v1_20250707.json
121134,"JM EGAN WEALTH ADVISORS, LLC",EN-023075,False,2,cache/EN-023075/FirmComplianceReport_EN-023075_v1_20250707.json
121220,RIDGEWOOD INVESTMENTS,EN-015713,True,0,cache/EN-015713/FirmComplianceReport_EN-015713_v1_20250707.json
121399,"KLAAS FINANCIAL ASSET ADVISORS, LLC.",EN-022241,True,0,cache/EN-022241/FirmComplianceReport_EN-022241_v1_20250707.json
121560,"DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL, INC.",EN-020508,True,0,cache/EN-020508/FirmComplianceReport_EN-020508_v1_20250707.json
121900,"WILSON & BROWNING, INC.",test-ref-121900,True,0,cache/BIZ_121900/FirmComplianceReport_test-ref-121900_v1_20250724.json
122258,SCS CAPITAL MANAGEMENT LLC,EN-022507,True,0,cache/EN-022507/FirmComplianceReport_EN-022507_v1_20250707.json
122433,SBC WEALTH MANAGEMENT,EN-111892,False,2,cache/EN-111892/FirmComplianceReport_EN-111892_v1_20250707.json
123283,"DBS INVESTMENT ADVISERS, LLC",EN-014159,True,0,cache/EN-014159/FirmComplianceReport_EN-014159_v1_20250707.json
123913,"GREAT VALLEY ADVISOR GROUP, LLC",EN-023334,True,0,cache/EN-023334/FirmComplianceReport_EN-023334_v1_20250707.json
124062,"FIDUCIARY TRUST INTERNATIONAL, LLC",EN-013517,True,0,cache/EN-013517/FirmComplianceReport_EN-013517_v1_20250707.json
124228,"LVZ, INC.",EN-023617,True,0,cache/EN-023617/FirmComplianceReport_EN-023617_v1_20250707.json
124235,SALI FUND SERVICES,EN-014193,True,0,cache/EN-014193/FirmComplianceReport_EN-014193_v1_20250707.json
124272,"THE CAPROCK GROUP, LLC",EN-119486,True,0,cache/EN-119486/FirmComplianceReport_EN-119486_v1_20250707.json
124272,"THE CAPROCK GROUP, LLC",EN-016985,True,0,cache/EN-016985/FirmComplianceReport_EN-016985_v1_20250707.json
124324,"PURKISS CAPITAL ADVISORS, LLC",EN-018877,True,0,cache/EN-018877/FirmComplianceReport_EN-018877_v1_20250707.json
124418,THE ESTATE PLANNERS GROUP,EN-018183,True,0,cache/EN-018183/FirmComplianceReport_EN-018183_v1_20250707.json
124454,"ALLEN INVESTMENT MANAGEMENT, LLC",EN-024700,True,0,cache/EN-024700/FirmComplianceReport_EN-024700_v1_20250707.json
124556,"WASSERMAN WEALTH MANAGEMENT, LLC",EN-020132,False,2,cache/EN-020132/FirmComplianceReport_EN-020132_v1_20250707.json
124674,ANCORA ADVISORS LLC,EN-017544,True,0,cache/EN-017544/FirmComplianceReport_EN-017544_v1_20250707.json
124687,NEUBERGER BERMAN INVESTMENT ADVISERS LLC,EN-021693,True,0,cache/EN-021693/FirmComplianceReport_EN-021693_v1_20250707.json
125112,INDEPENDENT FINANCIAL PARTNERS,EN-116299,True,0,cache/EN-116299/FirmComplianceReport_EN-116299_v1_20250707.json
1252,WILLIAM BLAIR,EN-013689,True,0,cache/EN-013689/FirmComplianceReport_EN-013689_v1_20250707.json
125352,"OAK HILL ADVISORS, L.P.",EN-023704,True,0,cache/EN-023704/FirmComplianceReport_EN-023704_v1_20250707.json
126189,"GODFREY FINANCIAL ASSOCIATES, INC.",EN-015579,True,0,cache/EN-015579/FirmComplianceReport_EN-015579_v1_20250707.json
126291,"CAPFINANCIAL SECURITIES, LLC.",EN-022579,False,1,cache/EN-022579/FirmComplianceReport_EN-022579_v1_20250707.json
126752,CARDIFF PARK ADVISORS,EN-023301,True,0,cache/EN-023301/FirmComplianceReport_EN-023301_v1_20250707.json
127145,SOWELL MANAGEMENT,EN-118894,True,0,cache/EN-118894/FirmComplianceReport_EN-118894_v1_20250707.json
127186,AVIDIAN WEALTH SOLUTIONS,EN-014442,True,0,cache/EN-014442/FirmComplianceReport_EN-014442_v1_20250707.json
127987,"ANNEX WEALTH MANAGEMENT, LLC",EN-025379,True,0,cache/EN-025379/FirmComplianceReport_EN-025379_v1_20250707.json
128545,CARY STREET PARTNERS,EN-013685,True,0,cache/EN-013685/FirmComplianceReport_EN-013685_v1_20250707.json
128545,CARY STREET PARTNERS,EN-107596,True,0,cache/EN-107596/FirmComplianceReport_EN-107596_v1_20250707.json
128557,"ALCENTRA NY, LLC",EN-024279,True,0,cache/EN-024279/FirmComplianceReport_EN-024279_v1_20250707.json
128591,"SCHNEIDER DOWNS WEALTH MANAGEMENT ADVISORS, LP",EN-019152,True,0,cache/EN-019152/FirmComplianceReport_EN-019152_v1_20250707.json
129428,"WEALTHSTREAM ADVISORS, INC.",EN-022588,True,0,cache/EN-022588/FirmComplianceReport_EN-022588_v1_20250707.json
129505,"CERTUITY, LLC",EN-015859,True,0,cache/EN-015859/FirmComplianceReport_EN-015859_v1_20250707.json
129609,"THOMPSON INVESTMENT MANAGEMENT, INC.",EN-125378,True,0,cache/EN-125378/FirmComplianceReport_EN-125378_v1_20250707.json
129612,FORTRESS INVESTMENT GROUP,EN-039597,True,0,cache/EN-039597/FirmComplianceReport_EN-039597_v1_20250707.json
129614,SMITH SALLEY WEALTH MANAGEMENT,EN-025016,True,0,cache/EN-025016/FirmComplianceReport_EN-025016_v1_20250707.json
129614,SMITH SALLEY WEALTH MANAGEMENT,EN-021050,True,0,cache/EN-021050/FirmComplianceReport_EN-021050_v1_20250707.json
129679,DEAN FINANCIAL SERVICES,EN-018868,True,0,cache/EN-018868/FirmComplianceReport_EN-018868_v1_20250707.json
129696,HOGANTAYLOR WEALTH,EN-019120,True,0,cache/EN-019120/FirmComplianceReport_EN-019120_v1_20250707.json
12997,"BIRR WILSON, INC.",test-ref-12997,True,0,cache/BIZ_12997/FirmComplianceReport_test-ref-12997_v1_20250724.json
12997,"BIRR WILSON, INC.",test-ref-12997,False,1,cache/BIZ_12997/FirmComplianceReport_test-ref-12997_v2_20250724.json
130074,ARES MANAGEMENT LLC,EN-038219,True,0,cache/EN-038219/FirmComplianceReport_EN-038219_v1_20250707.json
130074,ARES MANAGEMENT LLC,EN-018256,True,0,cache/EN-018256/FirmComplianceReport_EN-018256_v1_20250707.json
130105,BIONDO INVESTMENT ADVISORS LLC,EN-017169,True,0,cache/EN-017169/FirmComplianceReport_EN-017169_v1_20250707.json
130372,"MCF ADVISORS, LLC",EN-016112,True,0,cache/EN-016112/FirmComplianceReport_EN-016112_v1_20250707.json
130372,"MCF ADVISORS, LLC",EN-015537,True,0,cache/EN-015537/FirmComplianceReport_EN-015537_v1_20250707.json
130405,ADVOSION,EN-022289,True,0,cache/EN-022289/FirmComplianceReport_EN-022289_v1_20250707.json
130475,EXENCIAL WEALTH ADVISORS,EN-022494,True,0,cache/EN-022494/FirmComplianceReport_EN-022494_v1_20250707.json
130499,ARCHON CAPITAL MANAGEMENT LLC,EN-024179,True,0,cache/EN-024179/FirmComplianceReport_EN-024179_v1_20250707.json
130819,"CORBIN CAPITAL PARTNERS, L.P.",EN-018409,True,0,cache/EN-018409/FirmComplianceReport_EN-018409_v1_20250707.json
131037,"PERIGON WEALTH MANAGEMENT, LLC",EN-013369,True,0,cache/EN-013369/FirmComplianceReport_EN-013369_v1_20250707.json
131155,WAYPOINT WEALTH PARTNERS,EN-023589,True,0,cache/EN-023589/FirmComplianceReport_EN-023589_v1_20250707.json
131208,REGENCY WEALTH MANAGEMENT,EN-020373,True,0,cache/EN-020373/FirmComplianceReport_EN-020373_v1_20250707.json
131221,"STONNINGTON GROUP, LLC",EN-017611,False,2,cache/EN-017611/FirmComplianceReport_EN-017611_v1_20250707.json
131423,ASCENT CAPITAL,EN-021146,True,0,cache/EN-021146/FirmComplianceReport_EN-021146_v1_20250707.json
131458,"WATTS GWILLIAM & COMPANY, LLC",EN-014121,True,0,cache/EN-014121/FirmComplianceReport_EN-014121_v1_20250707.json
131741,HULL WEALTH MANAGEMENT,EN-022607,True,0,cache/EN-022607/FirmComplianceReport_EN-022607_v1_20250707.json
131763,NORTH SHORE INVESTMENT CONSULTING LLC,EN-023887,True,0,cache/EN-023887/FirmComplianceReport_EN-023887_v1_20250707.json
131940,TPG ANGELO GORDON,EN-014417,True,0,cache/EN-014417/FirmComplianceReport_EN-014417_v1_20250707.json
131940,TPG ANGELO GORDON,test-ref-131940,True,0,cache/BIZ_131940/FirmComplianceReport_test-ref-131940_v1_20250724.json
131940,TPG ANGELO GORDON,EN-124081,True,0,cache/EN-124081/FirmComplianceReport_EN-124081_v1_20250707.json
132136,CURRAN WEALTH MANAGEMENT,EN-014069,True,0,cache/EN-014069/FirmComplianceReport_EN-014069_v1_20250707.json
132137,"GRAND WEALTH MANAGEMENT, LLC",EN-017421,True,0,cache/EN-017421/FirmComplianceReport_EN-017421_v1_20250707.json
132330,"SIMON QUICK ADVISORS, LLC",EN-014609,True,0,cache/EN-014609/FirmComplianceReport_EN-014609_v1_20250707.json
132594,"INTELLIWEALTH FINANCIAL ADVISORS, LTD",EN-013087,True,0,cache/EN-013087/FirmComplianceReport_EN-013087_v1_20250707.json
132657,BAKERAVENUE,EN-018337,True,0,cache/EN-018337/FirmComplianceReport_EN-018337_v1_20250707.json
132657,BAKERAVENUE,EN-017901,True,0,cache/EN-017901/FirmComplianceReport_EN-017901_v1_20250707.json
133370,"1919 INVESTMENT COUNSEL, LLC",EN-014051,True,0,cache/EN-014051/FirmComplianceReport_EN-014051_v1_20250707.json
133705,WATERLOO CAPITAL,EN-025502,True,0,cache/EN-025502/FirmComplianceReport_EN-025502_v1_20250707.json
133763,"OSAIC SERVICES, INC.",test-ref-133763,False,4,cache/BIZ_133763/FirmComplianceReport_test-ref-133763_v1_20250724.json
133763,"OSAIC SERVICES, INC.",test-ref-133763,False,3,cache/BIZ_133763/FirmComplianceReport_test-ref-133763_v1_20250722.json
133823,EVEREST WEALTH MANAGEMENT,EN-013838,True,0,cache/EN-013838/FirmComplianceReport_EN-013838_v1_20250707.json
133908,"PARKWORTH WEALTH MANAGEMENT, INC.",EN-015835,True,0,cache/EN-015835/FirmComplianceReport_EN-015835_v1_20250707.json
134086,LEVEL FOUR ADVISORY SERVICES,EN-013555,True,0,cache/EN-013555/FirmComplianceReport_EN-013555_v1_20250707.json
134200,"ARMOR INVESTMENT ADVISORS, LLC",EN-021529,True,0,cache/EN-021529/FirmComplianceReport_EN-021529_v1_20250707.json
134249,"CURI CAPITAL, LLC",EN-082282,True,0,cache/EN-082282/FirmComplianceReport_EN-082282_v1_20250707.json
134249,"CURI CAPITAL, LLC",EN-022471,True,0,cache/EN-022471/FirmComplianceReport_EN-022471_v1_20250707.json
134429,AEGIS WEALTH,EN-020747,True,0,cache/EN-020747/FirmComplianceReport_EN-020747_v1_20250707.json
134600,UNITED CAPITAL FINANCIAL ADVISORS,EN-015817,True,0,cache/EN-015817/FirmComplianceReport_EN-015817_v1_20250707.json
135081,INTELLIGENT CAPITALWORKS,EN-015634,True,0,cache/EN-015634/FirmComplianceReport_EN-015634_v1_20250707.json
135184,"MCKINLEY CARTER WEALTH SERVICES, INC.",EN-017815,True,0,cache/EN-017815/FirmComplianceReport_EN-017815_v1_20250707.json
135373,"WEALTH ARCHITECTS, LLC",EN-018933,True,0,cache/EN-018933/FirmComplianceReport_EN-018933_v1_20250707.json
135657,"ANCHORAGE CAPITAL GROUP, L.L.C.",EN-014922,True,0,cache/EN-014922/FirmComplianceReport_EN-014922_v1_20250707.json
13609,"BERTHEL, FISHER & COMPANY FINANCIAL SERVICES, INC.",EN-125948,True,0,cache/EN-125948/FirmComplianceReport_EN-125948_v1_20250707.json
136426,"EDGE FINANCIAL ADVISORS, LLC",EN-119178,True,0,cache/EN-119178/FirmComplianceReport_EN-119178_v1_20250707.json
136725,MGM LLC,EN-016037,False,2,cache/EN-016037/FirmComplianceReport_EN-016037_v1_20250707.json
136725,MGM LLC,EN-039596,False,2,cache/EN-039596/FirmComplianceReport_EN-039596_v1_20250707.json
137283,"PYA WALTMAN CAPITAL, LLC",EN-024610,True,0,cache/EN-024610/FirmComplianceReport_EN-024610_v1_20250707.json
137342,"REYNDERS, MCVEIGH CAPITAL MANAGEMENT, LLC",EN-013879,True,0,cache/EN-013879/FirmComplianceReport_EN-013879_v1_20250707.json
137481,"ROCKWOOD WEALTH MANAGEMENT, LLC",EN-016119,True,0,cache/EN-016119/FirmComplianceReport_EN-016119_v1_20250707.json
137486,"MAGNITUDE CAPITAL, LLC",EN-117070,True,0,cache/EN-117070/FirmComplianceReport_EN-117070_v1_20250707.json
137497,"WEST FINANCIAL SERVICES, INC.",EN-023846,True,0,cache/EN-023846/FirmComplianceReport_EN-023846_v1_20250707.json
137519,BLACKSTONE ALTERNATIVE CREDIT ADVISORS LP,EN-016265,True,0,cache/EN-016265/FirmComplianceReport_EN-016265_v1_20250707.json
137895,CANTILLON CAPITAL MANAGEMENT LLC,EN-013354,True,0,cache/EN-013354/FirmComplianceReport_EN-013354_v1_20250707.json
137927,THIRD POINT LLC,EN-014182,True,0,cache/EN-014182/FirmComplianceReport_EN-014182_v1_20250707.json
138111,BALYASNY ASSET MANAGEMENT L.P.,EN-019289,True,0,cache/EN-019289/FirmComplianceReport_EN-019289_v1_20250707.json
138401,"MORGAN CREEK CAPITAL MANAGEMENT, LLC",EN-018880,True,0,cache/EN-018880/FirmComplianceReport_EN-018880_v1_20250707.json
138538,"MARBLE HARBOR INVESTMENT COUNSEL, LLC",EN-018232,True,0,cache/EN-018232/FirmComplianceReport_EN-018232_v1_20250707.json
138962,"FREEDOM DAY SOLUTIONS, LLC",EN-018039,True,0,cache/EN-018039/FirmComplianceReport_EN-018039_v1_20250707.json
139870,"OLHOEFT FINANCIAL, LLC",EN-017308,True,0,cache/EN-017308/FirmComplianceReport_EN-017308_v1_20250707.json
140120,"CAPITAL STRATEGIES GROUP, LLC",EN-109538,True,0,cache/EN-109538/FirmComplianceReport_EN-109538_v1_20250707.json
140191,COASTAL MANAGEMENT GROUP LLC,EN-016159,False,2,cache/EN-016159/FirmComplianceReport_EN-016159_v1_20250707.json
140195,MARINER WEALTH,EN-013647,True,0,cache/EN-013647/FirmComplianceReport_EN-013647_v1_20250707.json
140195,MARINER WEALTH,EN-022996,True,0,cache/EN-022996/FirmComplianceReport_EN-022996_v1_20250707.json
140262,"BLUEPOINTE CAPITAL MANAGEMENT, LLC",EN-024915,False,2,cache/EN-024915/FirmComplianceReport_EN-024915_v1_20250707.json
140305,LOURDMURRAY,EN-019187,False,2,cache/EN-019187/FirmComplianceReport_EN-019187_v1_20250707.json
140522,"TWIN FOCUS CAPITAL PARTNERS, LLC",EN-020378,True,0,cache/EN-020378/FirmComplianceReport_EN-020378_v1_20250707.json
140659,CEVIAN CAPITAL II GP LIMITED,EN-016223,True,0,cache/EN-016223/FirmComplianceReport_EN-016223_v1_20250707.json
140800,"PARALLEL ADVISORS, LLC",EN-021167,True,0,cache/EN-021167/FirmComplianceReport_EN-021167_v1_20250707.json
140800,"PARALLEL ADVISORS, LLC",EN-023502,True,0,cache/EN-023502/FirmComplianceReport_EN-023502_v1_20250707.json
140923,"L & S ADVISORS, INC",EN-017633,True,0,cache/EN-017633/FirmComplianceReport_EN-017633_v1_20250707.json
141084,"BARTON INVESTMENT MANAGEMENT, LLC",EN-023541,True,0,cache/EN-023541/FirmComplianceReport_EN-023541_v1_20250707.json
141250,MORTON WEALTH,EN-110037,True,0,cache/EN-110037/FirmComplianceReport_EN-110037_v1_20250707.json
141303,"MASON & ASSOCIATES, INC.",EN-020873,True,0,cache/EN-020873/FirmComplianceReport_EN-020873_v1_20250707.json
141504,"ARISTA WEALTH MANAGEMENT, LLC",EN-017809,True,0,cache/EN-017809/FirmComplianceReport_EN-017809_v1_20250707.json
141819,"AB CARVAL INVESTORS, LP",EN-104541,True,0,cache/EN-104541/FirmComplianceReport_EN-104541_v1_20250707.json
141823,"FIRST PACIFIC ADVISORS, LP",EN-024367,True,0,cache/EN-024367/FirmComplianceReport_EN-024367_v1_20250707.json
141899,"GRANITE STATE RETIREMENT PLANNING, INC.",EN-116495,True,0,cache/EN-116495/FirmComplianceReport_EN-116495_v1_20250707.json
142457,MERIT FINANCIAL ADVISORS,EN-123559,True,0,cache/EN-123559/FirmComplianceReport_EN-123559_v1_20250707.json
142633,CANNELL & SPEARS LLC,EN-021832,True,0,cache/EN-021832/FirmComplianceReport_EN-021832_v1_20250707.json
142885,"KEYSTONE NATIONAL GROUP, LLC",EN-018057,True,0,cache/EN-018057/FirmComplianceReport_EN-018057_v1_20250707.json
142994,INSIGHT VENTURE PARTNERS,EN-025384,True,0,cache/EN-025384/FirmComplianceReport_EN-025384_v1_20250707.json
143208,"BIP WEALTH, LLC",EN-015808,True,0,cache/EN-015808/FirmComplianceReport_EN-015808_v1_20250707.json
143319,"FOCUS PARTNERS ADVISOR SOLUTIONS, LLC",EN-124051,True,0,cache/EN-124051/FirmComplianceReport_EN-124051_v1_20250707.json
143323,"BUCKINGHAM STRATEGIC WEALTH, LLC",EN-018532,False,2,cache/EN-018532/FirmComplianceReport_EN-018532_v1_20250707.json
143440,BELPOINTE ASSET MANAGEMENT LLC,EN-020579,True,0,cache/EN-020579/FirmComplianceReport_EN-020579_v1_20250707.json
143456,"CLARKSTON CAPITAL PARTNERS, LLC",EN-024288,True,0,cache/EN-024288/FirmComplianceReport_EN-024288_v1_20250707.json
143483,"COMPOSITION WEALTH, LLC",EN-121554,True,0,cache/EN-121554/FirmComplianceReport_EN-121554_v1_20250707.json
143490,CALAMOS WEALTH MANAGEMENT LLC,EN-016422,True,0,cache/EN-016422/FirmComplianceReport_EN-016422_v1_20250707.json
143490,CALAMOS WEALTH MANAGEMENT LLC,EN-023871,True,0,cache/EN-023871/FirmComplianceReport_EN-023871_v1_20250707.json
143490,CALAMOS WEALTH MANAGEMENT LLC,EN-020571,True,0,cache/EN-020571/FirmComplianceReport_EN-020571_v1_20250707.json
143492,"GOOD HARBOR ADVISORS, INC.",EN-014126,True,0,cache/EN-014126/FirmComplianceReport_EN-014126_v1_20250707.json
143635,STEPSTONE GROUP LP,EN-014550,True,0,cache/EN-014550/FirmComplianceReport_EN-014550_v1_20250707.json
143848,"HECK CAPITAL ADVISORS, LLC",EN-014067,True,0,cache/EN-014067/FirmComplianceReport_EN-014067_v1_20250707.json
144059,"SUMMIT ROCK ADVISORS, LP",EN-023565,True,0,cache/EN-023565/FirmComplianceReport_EN-023565_v1_20250707.json
144230,POWELL WEALTH,EN-016349,True,0,cache/EN-016349/FirmComplianceReport_EN-016349_v1_20250707.json
144386,"SMITH ANGLIN FINANCIAL, LLC",EN-104391,True,0,cache/EN-104391/FirmComplianceReport_EN-104391_v1_20250707.json
144401,"JASPER RIDGE PARTNERS, L.P.",EN-017095,True,0,cache/EN-017095/FirmComplianceReport_EN-017095_v1_20250707.json
144533,KOHLBERG KRAVIS ROBERTS & CO. L.P.,EN-113338,True,0,cache/EN-113338/FirmComplianceReport_EN-113338_v1_20250707.json
144534,"HAMILTON POINT INVESTMENT ADVISORS, LLC",EN-014358,True,0,cache/EN-014358/FirmComplianceReport_EN-014358_v1_20250707.json
144955,"BARRY INVESTMENT ADVISORS, LLC",EN-016907,True,0,cache/EN-016907/FirmComplianceReport_EN-016907_v1_20250707.json
145228,PARTNERS GROUP (USA) INC.,EN-013138,True,0,cache/EN-013138/FirmComplianceReport_EN-013138_v1_20250707.json
145323,"HIGHTOWER ADVISORS, LLC",EN-020477,True,0,cache/EN-020477/FirmComplianceReport_EN-020477_v1_20250707.json
145323,"HIGHTOWER ADVISORS, LLC",EN-014138,True,0,cache/EN-014138/FirmComplianceReport_EN-014138_v1_20250707.json
145323,"HIGHTOWER ADVISORS, LLC",EN-021082,True,0,cache/EN-021082/FirmComplianceReport_EN-021082_v1_20250707.json
145323,"HIGHTOWER ADVISORS, LLC",EN-022057,True,0,cache/EN-022057/FirmComplianceReport_EN-022057_v1_20250707.json
145323,"HIGHTOWER ADVISORS, LLC",EN-024335,True,0,cache/EN-024335/FirmComplianceReport_EN-024335_v1_20250707.json
145323,"HIGHTOWER ADVISORS, LLC",EN-015492,True,0,cache/EN-015492/FirmComplianceReport_EN-015492_v1_20250707.json
145323,"HIGHTOWER ADVISORS, LLC",EN-018773,True,0,cache/EN-018773/FirmComplianceReport_EN-018773_v1_20250707.json
145467,WPWEALTH LLP,EN-025117,True,0,cache/EN-025117/FirmComplianceReport_EN-025117_v1_20250707.json
146051,ADVISORY SERVICES NETWORK,EN-017389,True,0,cache/EN-017389/FirmComplianceReport_EN-017389_v1_20250707.json
146220,"TIMBER CREEK CAPITAL MANAGEMENT, LLC",EN-014852,True,0,cache/EN-014852/FirmComplianceReport_EN-014852_v1_20250707.json
146759,FORT POINT CAPITAL PARTNERS LLC,EN-014490,True,0,cache/EN-014490/FirmComplianceReport_EN-014490_v1_20250707.json
146786,"TRIAD INVESTMENT MANAGEMENT, LLC",EN-018986,True,0,cache/EN-018986/FirmComplianceReport_EN-018986_v1_20250707.json
147119,"PAYNE CAPITAL MANAGEMENT, LLC",EN-021552,True,0,cache/EN-021552/FirmComplianceReport_EN-021552_v1_20250707.json
147253,CONSTELLATION WEALTH ADVISORS,EN-024452,True,0,cache/EN-024452/FirmComplianceReport_EN-024452_v1_20250707.json
147417,CAPRICORN INVESTMENT GROUP LLC,EN-022840,True,0,cache/EN-022840/FirmComplianceReport_EN-022840_v1_20250707.json
147443,VOLEON CAPITAL MANAGEMENT LP,EN-115924,True,0,cache/EN-115924/FirmComplianceReport_EN-115924_v1_20250707.json
147972,ATWATER MALICK,EN-024040,True,0,cache/EN-024040/FirmComplianceReport_EN-024040_v1_20250707.json
148087,"PRINCETON ASSET MANAGEMENT, LLC",EN-025480,True,0,cache/EN-025480/FirmComplianceReport_EN-025480_v1_20250707.json
148216,"PEDDOCK CAPITAL ADVISORS, LLC",EN-025111,True,0,cache/EN-025111/FirmComplianceReport_EN-025111_v1_20250707.json
148269,POMONA CAPITAL,EN-104533,True,0,cache/EN-104533/FirmComplianceReport_EN-104533_v1_20250707.json
148674,"AVIOR WEALTH MANAGEMENT, LLC",EN-110436,True,0,cache/EN-110436/FirmComplianceReport_EN-110436_v1_20250707.json
148826,CITADEL ADVISORS LLC,EN-018110,True,0,cache/EN-018110/FirmComplianceReport_EN-018110_v1_20250707.json
148836,"GIBSON CAPITAL, LLC",EN-019804,True,0,cache/EN-019804/FirmComplianceReport_EN-019804_v1_20250707.json
148880,"FULLERTON ADVISORS, LLC",EN-013278,True,0,cache/EN-013278/FirmComplianceReport_EN-013278_v1_20250707.json
148885,BEACH POINT CAPITAL MANAGEMENT LP,EN-018121,True,0,cache/EN-018121/FirmComplianceReport_EN-018121_v1_20250707.json
149120,"ARROWMARK COLORADO HOLDINGS, LLC",EN-022366,True,0,cache/EN-022366/FirmComplianceReport_EN-022366_v1_20250707.json
149509,"ESSENTIAL INVESTMENT PARTNERS, LLC",EN-017078,True,0,cache/EN-017078/FirmComplianceReport_EN-017078_v1_20250707.json
149509,"ESSENTIAL INVESTMENT PARTNERS, LLC",EN-018082,True,0,cache/EN-018082/FirmComplianceReport_EN-018082_v1_20250707.json
149764,HMS INVESTMENT ADVISORS,EN-021052,True,0,cache/EN-021052/FirmComplianceReport_EN-021052_v1_20250707.json
149777,MORGAN STANLEY,EN-020627,True,0,cache/EN-020627/FirmComplianceReport_EN-020627_v1_20250707.json
149946,"STILLWATER CAPITAL ADVISORS, LLC",EN-014933,True,0,cache/EN-014933/FirmComplianceReport_EN-014933_v1_20250707.json
150081,TAILWIND ADVISORS,EN-013134,True,0,cache/EN-013134/FirmComplianceReport_EN-013134_v1_20250707.json
150966,EN-025090,EN-025090,False,4,cache/EN-025090/FirmComplianceReport_EN-025090_v1_20250707.json
151100,BLACK CYPRESS CAPITAL,EN-021028,True,0,cache/EN-021028/FirmComplianceReport_EN-021028_v1_20250707.json
151151,BEAR MOUNTAIN CAPITAL INC.,EN-013816,True,0,cache/EN-013816/FirmComplianceReport_EN-013816_v1_20250707.json
151243,"APOLLO GLOBAL REAL ESTATE MANAGEMENT, L.P.",EN-105180,False,2,cache/EN-105180/FirmComplianceReport_EN-105180_v1_20250707.json
151406,"CHERRY TREE WEALTH MANAGEMENT, LLC",EN-019749,True,0,cache/EN-019749/FirmComplianceReport_EN-019749_v1_20250707.json
151559,CERITY PARTNERS LLC,EN-022062,True,0,cache/EN-022062/FirmComplianceReport_EN-022062_v1_20250707.json
151559,CERITY PARTNERS LLC,EN-014398,True,0,cache/EN-014398/FirmComplianceReport_EN-014398_v1_20250707.json
151599,"BROOKFIELD ASSET MANAGEMENT PIC US, LLC",EN-015784,True,0,cache/EN-015784/FirmComplianceReport_EN-015784_v1_20250707.json
151675,"CAHABA WEALTH MANAGEMENT, INC.",EN-015117,True,0,cache/EN-015117/FirmComplianceReport_EN-015117_v1_20250707.json
151736,PATHSTONE,EN-022921,True,0,cache/EN-022921/FirmComplianceReport_EN-022921_v1_20250707.json
151736,PATHSTONE,EN-014034,True,0,cache/EN-014034/FirmComplianceReport_EN-014034_v1_20250707.json
151899,"S HARRIS FINANCIAL GROUP, LLC",EN-124091,True,0,cache/EN-124091/FirmComplianceReport_EN-124091_v1_20250707.json
151916,CERITY PARTNERS OCIO LLC,EN-020628,True,0,cache/EN-020628/FirmComplianceReport_EN-020628_v1_20250707.json
151943,DENT WEALTH ADVISORS,EN-020847,True,0,cache/EN-020847/FirmComplianceReport_EN-020847_v1_20250707.json
151993,"WILLOW GROVE ADVISORS, LLC",EN-018911,True,0,cache/EN-018911/FirmComplianceReport_EN-018911_v1_20250707.json
152069,"TOWERCREST CAPITAL MANAGEMENT, LLC",EN-023763,True,0,cache/EN-023763/FirmComplianceReport_EN-023763_v1_20250707.json
152069,"TOWERCREST CAPITAL MANAGEMENT, LLC",EN-025332,True,0,cache/EN-025332/FirmComplianceReport_EN-025332_v1_20250707.json
152116,"CKW FINANCIAL GROUP, LLC",EN-020179,True,0,cache/EN-020179/FirmComplianceReport_EN-020179_v1_20250707.json
152145,WINDROSE ADVISORS LLC,EN-016908,True,0,cache/EN-016908/FirmComplianceReport_EN-016908_v1_20250707.json
152175,"CERBERUS CAPITAL MANAGEMENT, L.P.",EN-018492,True,0,cache/EN-018492/FirmComplianceReport_EN-018492_v1_20250707.json
152660,GRAND STREET INVESTORS,EN-111604,True,0,cache/EN-111604/FirmComplianceReport_EN-111604_v1_20250707.json
152728,TRINITY STREET ASSET MANAGEMENT LLP,EN-015960,True,0,cache/EN-015960/FirmComplianceReport_EN-015960_v1_20250707.json
152802,BALLENTINE PARTNERS,EN-020672,True,0,cache/EN-020672/FirmComplianceReport_EN-020672_v1_20250707.json
