business_name,tax_id,business_ref,organization_crd,principal,street1,city,state,zip,status,notes
ARES CAPITAL MANAGEMENT II LLC,,EN-013100,157292,"ARES CAPITAL MANAGEMENT II LLC,",2000 Avenue of The Stars,Los Angeles,California,90067,,
